economy,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019
HKG,51360.9669751956,53472.9932695113,53785.1530062167,55230.8594343348,56359.2989916423,57215.948033846,58096.2992560876,59849.2481763342,61062.9476532626,59586.2040065092
HND,4866.97393107266,4956.40285182158,5065.45699900649,5113.45915051909,5177.41519718935,5283.41691357908,5395.61455082235,5561.99454219124,5680.36288396582,5736.18163330613
HPC,2234.14151716576,2263.47246698143,2270.06355279421,2331.93566869842,2398.2331306111,2438.45987561069,2480.14434647373,2531.42433576,2566.14871799114,2604.53532247777
HRV,24500.0681416094,24563.8473507439,24078.3307312505,24057.8080868379,24072.4388046611,24884.6652307486,25944.2583430013,27154.0846858541,28192.3285390241,29336.0854506088
HTI,2900.90956874511,3003.22384258389,2973.96905936124,3057.91542060063,3066.85041749736,3102.3450134401,3116.48797407998,3153.29938869996,3165.30489593464,3073.32914007069
HUN,24486.0417269382,25012.2947004316,24825.5808329461,25343.7138398913,26485.4128230327,27531.6440790804,28218.2791845991,29501.1204204706,31121.6651409416,32553.6944730337
IBD,9576.62125166857,10042.6032447031,10441.9199694323,10854.9229413683,11233.3518263535,11594.8827479427,12022.40331396,12516.0164676555,12992.5411019192,13372.0441901925
IBT,8020.20248904334,8377.48141097997,8680.53294810728,9002.73090487774,9299.00754140457,9570.88353794001,9886.74887515635,10255.03392122,10609.1707301126,10881.9318117315
IDA,2983.02256018861,3055.9614494216,3117.4290161989,3222.16510577979,3335.56835460759,3409.10532962246,3468.03988919911,3547.70468552855,3635.50995946351,3699.96055619882
IDB,4274.67055378496,4360.7277586455,4452.3684438223,4583.09528862345,4730.698855591,4806.19443953848,4802.06142480016,4845.8255452983,4927.20891525303,4925.98022436527
IDN,8286.7328696642,8680.21334226207,9080.06611317194,9457.0185409728,9801.16628336906,10149.6038700252,10531.1109693569,10935.6317158256,11371.7255560847,11811.9755589147
IDX,2341.67846131536,2407.11514823393,2452.2431471445,2543.44766802057,2639.05938535517,2711.60103703927,2804.28747621898,2903.82702886118,2996.13466401819,3096.56454931873
IMN,,,,,,,,,,
IND,4234.97957334912,4399.88823976669,4583.17319849986,4818.52255700075,5116.62910484768,5464.39405731625,5851.39488049329,6182.92210857444,6518.84505546755,6713.93221110725
INX,,,,,,,,,,
IRL,52965.7882507863,53298.8128819746,53045.6538178272,53435.6392952651,57668.7554653506,71508.7338395954,72150.0399688693,77749.2019569363,83726.362960889,86650.0046591322
IRN,13805.7038219488,14005.3133367405,12807.3947491137,12625.0874922326,13038.5550641113,12698.1091975659,14205.2116338951,14535.8735778483,13471.8606376875,12389.2233504388
IRQ,8597.06439188034,8949.93693942006,9824.80871212912,10170.2196520747,9818.65230841713,9946.97657415296,10997.3869942522,10526.3709148753,10556.0242612278,10935.5787878431
ISL,47457.6229185836,48186.1672876621,48440.2550840897,50168.6885349698,50450.7416120996,52142.9328074888,54665.7639158138,55638.4920591796,56818.1958373473,56935.7727270827
ISR,33864.2307468256,35086.7273456665,35417.2945677695,36423.193157813,37204.5026077648,37306.1328283944,38214.4853580071,39121.2958325461,39903.4210995244,40626.2152725349
ITA,42664.3552727925,42892.3055641948,41501.7112309705,40268.1127892773,39898.5264609826,40247.8290437942,40837.7376281437,41581.120790548,42045.9214694407,42708.0344529972
JAM,9435.76084179983,9546.49380271589,9433.84575756191,9427.67897749306,9438.47691238925,9473.10619523862,9553.09619583089,9600.10474580389,9734.86228780542,9777.00568620683
JOR,11315.5027028063,11016.3952431394,10688.2893436103,10414.9212846708,10284.6700959691,10145.8366996846,10036.5436154339,10003.5749827297,10013.3976633388,10071.379888314
JPN,38069.9560385983,38149.6181079417,38735.8963494252,39569.636574469,39739.5411241697,40402.581505529,40754.102931535,41505.0824777862,41821.7085276266,42022.4896153768
KAZ,20751.2572399462,21970.0839239319,22702.5788406786,23720.8160716034,24355.7561188887,24290.4176339265,24210.8629616382,24862.9661245889,25544.3447563035,26351.8044418782
KEN,3691.01301663451,3776.91071872306,3845.68683615041,3888.56902225188,3980.58533303555,4075.50188338288,4145.64070059244,4203.58501078548,4339.00052545637,4452.77288745474
KGZ,4141.07720559948,4334.6607889257,4259.31820386993,4631.40326661448,4722.08600228701,4805.14109238388,4912.38248430885,5046.69153549095,5133.15191442989,5258.36669631142
KHM,2716.69973756347,2862.90804579497,3022.59672458674,3191.86174454232,3364.27806867045,3541.37667182532,3728.09961608338,3928.37393363069,4159.33819436839,4388.80090863251
KIR,1923.11390389339,1920.10323386253,1979.91000244535,2034.13695781254,1992.24496613332,2168.9991823431,2247.97122702737,2235.70735994823,2286.29872783863,2340.38998274684
KNA,22223.9132167449,22432.988640757,21740.1461644361,22707.0827832104,23921.2410337205,23966.4980078795,26953.0631735009,26982.9295790329,27499.0269768043,28602.9768823181
KOR,34394.4904890551,35388.9769124478,36049.1934873539,37021.1341641003,37967.475617995,38828.7409976118,39814.6589279289,40957.4180587145,41948.3460057222,42804.6689076257
KWT,58810.4049325991,60887.683117459,61416.9784968895,58995.3699591391,56647.4374776489,54834.3917316777,54708.9798509068,50855.5529145289,50478.5876020498,49853.7363427288
LAC,14430.2717992366,14928.484579911,15144.1043987761,15424.4550139233,15500.7406015876,15435.3689368134,15270.3881134296,15419.8204951669,15518.0909727493,15488.4452407733
LAO,4850.17506683389,5158.83557611185,5489.04028286639,5841.88182784189,6193.34032628045,6543.67068865935,6896.12737379045,7257.81210698745,7592.82947474583,7886.65281419668
LBN,19499.4146336941,18727.2452001807,18039.2525478584,17537.8399888344,16969.3707630788,16358.3763465949,16167.7329240484,16043.0606967963,15677.9381224856,14563.6829579991
LBR,1465.55929680094,1535.97715754043,1611.34543763821,1704.87869164358,1673.05586356408,1630.58428993495,1565.13738599432,1564.19768164013,1543.96907889576,1469.76395912306
LBY,22539.8927593081,8479.94796433782,18806.7838015844,16160.1102385469,12201.2046848341,11022.4292135086,10592.4309433663,13238.0005389502,15017.9935741811,15174.1625153905
LCA,14137.5895128928,14789.9669257871,14667.1610091307,14133.4843259097,14317.3566638365,14057.6075997816,14497.5954463781,14928.396096145,15286.2791270982,15200.8720507536
LCN,14853.9690255312,15361.0656579089,15595.4582317606,15885.00843244,15964.6353617071,15917.4827785137,15773.396829263,15928.5586973158,16055.8675423345,16043.1158700409
LDC,2378.82292665009,2436.93511531282,2478.71697754145,2557.96112272368,2650.91816771436,2712.33522801069,2784.24783251123,2861.71845473524,2934.67670233931,3021.02018807248
LIC,1756.96653092631,1772.15892853728,1739.218025703,1786.11293213658,1848.86085089541,1888.64038865155,1930.07692778046,1963.59111785482,1986.64119494451,2021.95104438964
LIE,,,,,,,,,,
LKA,9126.86561223093,9827.62208611431,10712.3973470478,10990.0705930726,11428.1079039311,11890.5165276211,12287.4730695098,12584.1047924776,12860.3208303539,13070.1256448919
LMC,5241.37429678335,5412.35934200245,5559.27396524917,5754.46089521347,5974.3238029368,6188.23721326233,6477.2023997668,6728.30974735579,6957.94507286859,7115.21183574472
LMY,7790.23313086156,8140.09593808049,8441.7046647897,8762.83711966281,9055.68691628662,9321.67093449868,9633.81432894528,9995.08135708876,10338.8994231647,10603.9807110788
LSO,2346.71329671032,2444.9280815031,2585.3657249514,2614.14311009208,2639.4458245507,2701.42185521194,2776.74098382062,2668.29142526247,2614.65884916972,2583.92437114575
LTE,11795.3629440602,12513.4761491607,13125.8707229831,13724.4657787558,14282.8011250084,14777.9482645122,15288.010321111,15953.2892732613,16686.8611702975,17357.4423487554
LTU,23942.7603567557,25968.5834234521,27330.8959483858,28589.0266601627,29855.8314910326,30748.1963109529,31925.8034212317,33761.871239796,35446.708082914,37166.2100814318
LUX,114343.988089326,112998.390476598,112137.135491328,113050.663254336,113313.578897944,113182.728563365,116283.699681286,114985.842235989,115049.926078877,116518.276815474
LVA,21176.2793923828,22118.4092740559,23970.4350618445,24715.7207713883,25423.6448831349,26628.4581724293,27509.1731143996,28673.5633962664,30050.7164948447,31012.135102478
MAC,118085.567175493,140321.907953572,149702.441471417,161971.46466102,155201.740570844,119406.919122461,116519.507535276,126144.104058125,132373.544079217,127272.548511029
MAF,,,,,,,,,,
MAR,6281.12352725608,6522.02001340374,6625.10413410585,6827.85270036133,6911.80313254345,7126.28408352933,7105.85585478269,7312.05677903856,7446.93622120704,7546.75473396895
MCO,,,,,,,,,,
MDA,8550.170639047,9052.86654300804,9000.65892487276,9817.29629671112,10314.4096500359,10360.8295911083,10942.5508739575,11651.3174546862,12363.1468378401,13026.5160219088
MDG,1553.40502004912,1534.93996454516,1538.51668164451,1531.77859051651,1540.74496124671,1546.76721643536,1565.86772514413,1584.4245185911,1591.96654063281,1618.61797345348
MDV,16305.1622101884,17015.1510801804,16708.4769031807,17133.0992156615,17567.7239377428,17283.9730053186,17583.5884158052,18057.9109233313,18793.8447276363,19510.49184133
MEA,14834.151962069,15078.5946308094,15314.9533496052,15409.9055222991,15567.0963568634,15727.9819631809,16214.497681101,16224.6992116068,16164.6625283266,16039.8364834302
MEX,17790.0119218899,18186.2245700593,18594.8944659843,18600.3711821448,18887.5674432127,19268.9143963283,19539.2612488443,19721.2609759241,19928.3961837399,19677.2753402017
MHL,3595.17477608311,3562.85716200902,3469.54232342983,3594.93877564458,3545.20737254595,3586.05642087458,3615.59002404223,3711.89600373591,3820.95822061791,4048.57927332937
MIC,8391.64359843851,8783.19501523308,9126.28186524938,9484.90379826654,9812.02392938268,10112.6923881206,10465.3048158005,10874.1494748941,11266.5234319149,11572.3965041056
MKD,13514.9816622638,13807.4653504353,13727.7729238307,14108.8912783189,14596.6001512258,15139.2516204994,15553.4393238281,15706.4441718656,16145.5358997782,16773.0405718113
MLI,2082.96193463428,2085.4208491547,2007.80692981945,1995.15925159506,2075.40068139937,2139.73629713506,2198.56038119009,2246.79742084484,2283.70241285673,2321.70219911325
MLT,32867.9628475261,32881.8566627974,33929.363466615,35287.4895714815,37230.304235448,39845.1422229954,40536.7463141132,42644.0804444448,43313.5070884524,43950.6185580828
MMR,2762.61345927699,2947.65736981563,3113.00523474873,3330.46923404288,3574.03152121317,3663.14230165804,4020.24295322452,4224.54503061412,4467.85855039731,4739.71043843018
MNA,9823.01553084333,9648.12259666625,9700.63240013014,9693.43465887265,9747.46900037563,9773.3115870103,10292.9012525944,10446.0374445668,10344.7667325054,10232.6918266237
MNE,16764.3400548602,17287.400030492,16802.3827039617,17381.7231109956,17674.6040816338,18263.5898622386,18797.8835145482,19682.2651956681,20686.5615158233,21533.9320909217
MNG,7470.78073904239,8602.94951981524,9476.92596880027,10371.2892578624,10967.1117494362,11009.7149630165,10961.9680419823,11366.3039371032,12028.6356541661,12486.077460816
MNP,,,,,,,,,,
MOZ,1027.20887652935,1073.4781338343,1120.12848093229,1165.40820547454,1217.08886738517,1262.61312778202,1273.78363325041,1283.65986980986,1289.73594800556,1281.78001360291
MRT,4671.64267694339,4725.33406744292,4792.83905002265,4846.71245349499,4908.10775244043,5024.46725603806,4944.56903002169,5108.54913220438,5193.39355587253,5343.99792146683
MUS,16797.8172336157,17454.7800757219,18014.9911504223,18579.3741556871,19240.2247094358,19897.4753929501,20646.933001394,21415.1161096211,22208.1381163011,22869.7563093473
MWI,1374.57128669155,1400.59364279572,1386.78999426674,1418.07433094856,1457.47302019497,1457.50369228536,1453.77736454732,1472.14686847702,1496.73221673548,1537.14117694567
MYS,20536.372513472,21289.2575389666,22132.2169241375,22855.9496949302,23906.2285804437,24787.8237457166,25541.7705112243,26661.5074160333,27577.3725763901,28421.4632396632
NAC,53386.1559585617,53877.7076802902,54644.7515566206,55268.9819353573,56250.7868899568,57440.3995911981,57944.1985928044,58922.1032596092,60303.7161312789,61252.760398255
NAM,9031.16059591911,9324.52887944537,9626.53919173564,9990.74583476367,10413.3142223463,10662.8299375379,10471.2792904205,10171.4214953612,10087.45708442,9812.60803830829
NCL,,,,,,,,,,
NER,1036.16071951619,1020.2646375485,1084.76436260643,1098.64382021811,1126.80543972729,1131.5191865057,1151.17622403893,1163.22617020833,1200.40234812149,1224.37513477719
NGA,4932.33479996173,5056.89214708727,5131.3726452234,5329.12151659822,5516.38559753258,5514.77027265177,5284.89322799694,5190.35612668836,5155.07599367409,5135.49946875343
NIC,4611.78514506767,4837.49942444397,5083.28900515284,5263.40988467164,5443.23569911075,5630.29571000949,5811.80513540161,6004.01408757341,5729.6754648657,5451.66538626743
NLD,52032.9865022429,52594.2290064164,51860.0559942119,51640.0766862304,52186.9973861206,52974.1162200949,53847.8265545448,55088.6338006744,56060.9136269404,56784.0372529824
NOR,61353.4773254345,61157.1299274456,61990.6923569269,61878.9751793609,62390.1303126574,62987.5162863772,63104.0807823312,64050.7561654659,64341.2586813606,64385.0059928545
NPL,2703.41491670115,2793.02473367277,2922.61960861781,3033.78078654994,3217.44850964835,3331.87176945857,3315.8144141419,3565.19780740052,3773.71591761441,3952.76034914913
