economy,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019
GBR,19.823124943992,19.1199150615843,26.5704967868123,30.8412319906661,39.1808288617536,42.3239172864284,39.6746318060831,34.6299902675264,,,,
GEO,64.1685851401154,61.7229463324937,57.972650228534,68.4369310514402,70.3371527589433,63.3634509712156,68.7520487261394,,,,,
GHA,42.0529438030235,44.8827969934023,45.907996480055,5.30682148606027,2.87544043146216,-7.49334998991355,-8.19210387276878,,,,,
GIB,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,
GIN,,,,,,,,,,,,
GMB,,,,,,,,,,,,
GNB,,,,,,,,,,,,
GNQ,,,,,,,,,,,,
GRC,67.5874017808822,65.7714797692355,65.8232260350735,64.020470221328,60.7516237276127,60.1198692762168,61.9706702230486,64.1755466387847,,,,
GRD,,,,,,,,,,,,
GRL,,,,,,,,,,,,
GTM,30.8078181693809,31.0264377553326,26.3732250542357,25.6275492590308,25.5939195470368,27.8199239069964,32.8442095772155,,,,,
GUM,,,,,,,,,,,,
GUY,,,,,,,,,,,,
HIC,15.4537727481516,14.4717396927887,15.0204580535632,11.6997873336293,9.66808639007903,8.02272620282169,4.96953922535689,20.5183790347404,,,,
HKG,99.5328818724899,99.5565678642603,99.3000616076255,99.2262224078901,99.3203465668089,99.2316623421891,98.6803237347071,,,,,
HND,55.3246526531141,50.7136525011662,51.1836182553413,52.2232671894753,51.610748509672,51.5365912388431,52.9964362887878,,,,,
HPC,-19.8112008097381,-18.6154193494708,-18.5206182640984,-18.3888247714313,-9.96573940413953,-9.8153680578771,-10.7812552692459,,,,,
HRV,51.1650719203064,47.9063306608371,45.1036322196026,49.7660328660685,51.113909865373,47.4113156593399,45.8596927044438,,,,,
HTI,20.7285999457291,19.2931598851683,17.7746088380231,17.9601653682018,18.0496309784137,18.6977990819178,22.0158699619565,,,,,
HUN,60.3414284481491,55.6899572921945,57.0025694106191,56.7665196485137,54.9032905531047,54.576492132248,55.6073823218305,57.6667054767873,,,,
